essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6
3443,2,"Censorship or not? That is the question. Many people @MONTH1 not realize it, but what they read and watch greatly affects them. If children watch a scary movie, then nightmares seem to occur more often. If teens read a book where parties seem cool and bad  things are glorified, they too start to see bad as good. What if @CAPS2 article you are reading right now contained offensive language and inappropriate ideas? Most people would be offended and complain. I fyou saw an old man walking down the street yelling out obtrusive things, you would be mad and tell him to quit. So then the question is arised, why is it alright for us to watch movies like @CAPS2? Yes, books and movies should be censored.     Children are very naive at a young age. When a child starts getting exposed to violence, illegal acts, alcohol and drugs in books or movies, they start to think it's okay. For instance, when I was younger, I watched the movie '@CAPS1.' @CAPS2 movie contains a profanity every other word, so it seems. I saw my favorite actors on @CAPS2 movie saying bad words, so I figured it was alright. It's not okay for a child to talk offensively like that. One day I even heard a little @LOCATION2 quoting lines from the '@CAPS3.' @CAPS2 movie is hilarious but extremely suggestive. It made me sad to hear an innocent little @LOCATION2 talking about things that are way over his head.      Teenagers that listen to music from @LOCATION1 or @LOCATION2 are getting bad messages. Although these two rappers are seen as modern day music heroes, they shouldn't be glorified the way they are. They're songs are all about smoking weed and getting high. They make it seem cool. So teenagers think, '@CAPS5 if they can do it, so can I!' They start to engage in activities that were once frowned upon. If teenagers were't exposed to @CAPS2 kind of music, they wouldn't be as apt to take part in such things.      As for adults, their movies and books should be censored too. One @MONTH1 think that once they're older they can do waht they want, but that's not the case. Let me throw out an example to you. Let's just say a husband and wife are watching a movie together. It's great until a rather, inappropriate ,shall we say, scene comes on. Not only does it make things awkward, but it sends out the wrong message. When adults or unmarried people see their favorite actors being naughty on television, it makes it seem right. They start to lose the concept that you are supposed to remain abstinant until marriage. After all, it is the only way to remain free of any diseases.      If movies, books, magazines, and music continue to be left uncensored, the world will become a giant brouhaha. People will begin to lose the sense of what is right and what is wrong. We are on the brink of violence and total chaos. If we contiue to let our children and ourselves watch these types of movies and whatnot,things will get ugly. Yes, if libraries or stores find anything offensive on their racks, then they need to censor it before it corrupts any more minds",4,4,,4,4.0,4.0,,,,,,,,,,,,,,,,,,
4224,2,"People go to the library to find certain types of material. Some people get offended by some of the material and feel that it should be removed. Certain materials should not be removed if found offensive to others because it might not be offensive to someone else that might enjoy it. The offensive material can be history that the world need to know, such as racism. If they did not know the importance of slavery they wouldn't know of the past life and why we are treated the way we are being treated. History is a big part of life that everyone one should know. That's why we have history class to let us know of the history that we've been through.     All material don't have to be history that is offensive. Some material have sex and violence that is offensive. The libraries should have labels on every section to let people know what type of material it is. If people know what type of material it is and still choose to view it then they get what they ask for. It shouldn't be removed because they didn't like it. I learned in history class about wars that had violence in them that some of my classmates didn't like but that's what happened and we needed to know.     Materials are made for a reason. They should not be removed if found offensive to someone but not offensive to another. I read books in school with all kinds of violence and other things people @MONTH1 not like but it's history. History makes a difference in our lives and it's what we need. You can not removed that. If you find it offensive just don't view that material again.",3,3,,3,3.0,3.0,,,,,,,,,,,,,,,,,,
10537,4,I think he put this in here because. I think he’s trying to say when the snow melts just forget bout the first time. And when the geese return it your @NUM1 chance. Then the hibiscus budding is you get passed what you were trying to do.,1,1,,1,,,,,,,,,,,,,,,,,,,,
16352,6,"Ultimately, it is evident that the entire concept of Al @ORGANIZATION1 on the Empire State building was strategically flawed. It was Al Smith's dream, but dream is not always reality. In theory, the Mooring @ORGANIZATION3 would be constructed to dock drigibles. However, it was eventually revealed that a docking station on the Empire State building would never be possible. The reason Al Smith's dream could never prove to be reality is because Smith and the builders hit many obstacles. One obstacle faced with the construction of the @ORGANIZATION3 was the location. When a landing zone is 1,250 ft above ground level, it is extremely tough to test and complete a perfect landing zone, much tougher then if it was on ground level. Also, with location is the safety of having such high wind speeds at such an altitude. It is that the higher altitude @CAPS1 get the higher the air pressure and the ""violent air currents"" (@CAPS2 @NUM1) @CAPS1 will have, making a very unsafe environment. Next, another aspect of the location was the fact it was in densely populated New York City, if there were any mistakes a great number of casualties would be expected. Lastly, a large obstacle Smith and the builders faced was technology, in the @DATE1's and 1930's the amount of technology and engineering was certainly unparallel to the technology prevalent in today's society.",3,1,,3,,,,,,,,,,,,,,,,,,,,
9643,4,"The author ends the story with  “When they come back, in the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test again” For many good reasons. Some reasons are, that she will keep moving on and adapting to her new life in Canada. She is going to change her way of life and try to fit in with her new culture. She is also going to have to relive the memory of her grandmother again and wants to handle it better. “ A wave of loss so deep and strong that it stung Saeng’s eye now swept over her.” She wants to be able to handle the loss better. The author wants to emphasize that the story is not yet over.      ",2,2,,2,,,,,,,,,,,,,,,,,,,,
6278,3,"The setting explains an early summer evening with some eccentric men. The mood that he would be in would probably be lively. “Like a foolish youth, the next morning I followed their advice…” (Kurmaskie) says that if you were very lively, I would take that as a way of being drunk without being drunk, and doing whatever someone thinks you should do without knowing you are being persuaded to do it.",1,1,,1,,,,,,,,,,,,,,,,,,,,
9105,4,"Why I think she added this is because she needs time to grow like the plant before she takes the test again. Sometimes you need more time to pass your test. going through school teaches more than stuff we need to know it helps us grow up, and how to understand life. I know myself as a tenth grader that I understand life more than I did in first. She still has a lot of growing mentaly about her past and preasnt.",1,1,,1,,,,,,,,,,,,,,,,,,,,
3211,2,"All people have the same right to read, listion and watch different materials. To be censored should be no one choise but your own. For some one else to tell you what and what not to read is by my openion very wrong to do. If we would censore everything we did we would have a city and nation that would @DATE1 slowly.   Any givein word can offend any certain person. The people that they offend are in my oppioen are the dead weights of our country that are just holding us back from fully ecpressing our self, the colorfull words that we @MONTH1 use can be offensive to one persson yet perfeectly fine to another. It all depends on the indivadual that likes or dislikes the word or readings. In my observations of people reading and dislikeing it because of it harsh and colorfull words is most offen people that do not fully express them selvs and our yet much more senitive. I think this also goes agenst freedom of speech. We were gaven that right so why wouldent we use it? Why wouldent people want us to express ourselvs? I have no idea why any person would want to take books,music,movies and magazines away from us. If every thing went by one mans rule of what to and not to read we would down grade as a country and @DATE1. Therefore i strongly advise not to take any books off the selves. The majordy of the people agree with me to not be censored and only the sensitive people that they offened will just make there own chiose not to pick the book off the selves,not to listen to music, And pick up the magazine. the right is ours and thats how is should stay",3,3,,3,3.0,3.0,,,,,,,,,,,,,,,,,,
16224,6,"The obstacles the builders faced in attempting to allow dirigibles to dock on top of the Empire State Building were building a mast, dirigibles docking on top of the building, and a law for dirigibles. The architects and builders spend a lot of time building the mooring mast on top of the Empire State Building. Dirigibles were trying to figure out how to dock to the building yet most dirigibles failed. A law the dirigibles were unable to dock on urban areas in case of a problem within the dirigibles. These were the obstacles the builders faced in an attempt to create a mast and allowing dirigibles to dock on top of the Empire State Building.",2,2,,2,,,,,,,,,,,,,,,,,,,,
9087,4,Saeng did not give up on herself. She said she would take it over again then she might pass it. You will not always pass on your first try it takes a while sometime. Saeng encourage you to never to give up just cause you did not get it on your first time. She also builds confidence in herself. That’s why the author concluded the story that way.,1,1,,1,,,,,,,,,,,,,,,,,,,,
18435,7,"A time I was patience was one time we were @CAPS4 the store and I was @CAPS2 excited to go to the toys section. “@CAPS1 we were goin to have go to the grocerys first,” said mom. I was really mad and mom said “be patice the quicker we do this the faster well get to the toys.”  @CAPS2 we are @CAPS3 done with the grocery and then we have to go to the clothes section. I was really really mad. Mom said “the quicker we do this the fast we get to the toys.” @CAPS3, I had to try on clothes. I hate try I on clothes,” I said. Then I was @CAPS2 excited because we go to go to the toys selection I was @CAPS2 happy. I looked, an look an then mom said “I could pick out a toy.” @CAPS4 was @CAPS2 hard to choose I didn’t what to pick till I saw a cool truck. @CAPS4 had big tries @CAPS4 had flames and @CAPS4 was green. I asked and please please? An mom siad “@CAPS5 u can get I was @CAPS2 happy. And that was a time I was paticene.",8,10,,18,,,2.0,2.0,2.0,2.0,,,2.0,3.0,2.0,3.0,,,,,,,,
9484,4,"By this quote, the author is explaining that Saeng will eventually be ready for her test. When the geese return, they're ready to return From their migration and when the hibiscus is budding, it is ready to turn into a beautiful flower. Saeng believes that in the spring, since the flower and the geese are ready, she too will be ready.",2,1,,2,,,,,,,,,,,,,,,,,,,,
3686,2,"Cencorship     The topic I am going to discuss today is censorship. Do you think that censorship is a good thing or a bad thing? I am going to list a couple of ways that i think censorship is bad and also why it is good.     The first thing I am going to talk to you about is how it is bad. The bad part about censorship is that it can offend people very easily. Most people can handle alot of abuse, but on the otherhand alot of people can't.      In my oppinion I think that it is fine to have some things out that offend people because that is how alot of people find humor. Such as political cartoon. They make fun of the @CAPS1 and alot of the other people that are in office, but you dont see them complaining about it. In my oppinion if you dont like it then dont read it. That is all you have to do and then it will never bother you again.     But on the other hand i can see how some people can get offended. Because some of the things are very mean in books and movies. I think that there should be some type of line that seperates going to fare and what is good enough. most people can live with it, but others can't. Such as @CAPS2, there is a whole lot of @CAPS2 in the @LOCATION1, and expecally in this time period. where ever you go there is always some sort of @CAPS2.     In conclusion I think that people need to get together and create a line that can be drawn befor they get to far. and some of the stuff now needs to be taking off of the shelves, but not everything",3,3,,3,3.0,3.0,,,,,,,,,,,,,,,,,,
16245,6,"Many obstacles presented themselves while builders attempted to build a landing dock for dirigibles on top of the Empire State Building. The obstacles included the publics safety, @CAPS1 that were already put in place, and the unpredictable weather.Many dirigibles use hydrogen gas which is very flammable. After the German Hindenburg went down it became apparent that the publics safety would be in danger from the vessels bursting into flame over crowded streets. At the time there were also @CAPS1 forbidding aircrafts from traveling too low over urban areas and the landing dock was too low. The final problem was the unpredictable weather. Piolets were worried the strong winds would blow the tethered vessel into another building or into sharp spires that would ruin the vessel and put the people below in danger. Many obstacles hindered the loading dock on the Empire State Building.",3,3,,3,,,,,,,,,,,,,,,,,,,,
6662,3,"Features of the setting such as the hot sun, no water, and “Gary and Wilber’s Fish Camp,” greatly affected the cyclist. Since the cyclist was traveling through the high desserts of California in June, the temperature was really high and the hot sun left “wide rings of dried sweat” on his shirt and made the cyclist realize that he could drop from a heatstroke. Also, the fact that the only water around felt “somewhere in the neighborhood of two-hundred degrees” and “had the flavor of battery acid” prevented the cyclist from drinking it and put him in a “dehydrated state.” @CAPS1, “Gary and Wilber’s Fish Camp” affected the cyclist by solving his problem of dehydration, since there was cold water availible for him upon arrival.",2,2,,2,,,,,,,,,,,,,,,,,,,,
6252,3,The features of the setting affect the cyclist because the road could be damaged or there could be a lot of hills. One example is on pg @NUM1 “with any luck I’d hit a bump and lodge one in my throat”. This explains the conditions of the road could be dangerous. That is how the condition of the road can be affective.,1,1,,1,,,,,,,,,,,,,,,,,,,,
12177,5,"The author of this memoir put a mood to it. The mood of this is very loving, because the parents gave everything to make their child's life easier. There is also a very friendly and caring feeling for because the article says how their neighborhood is mostly immigrants and that they are a close-knit community of honest, hardworking immigrants extended their hands to people well in need. I would say all the moods in this memoir is loving, caring, friendship, and equality.",2,2,,2,,,,,,,,,,,,,,,,,,,,
6225,3,"The cyclist's adventure was very much affected by his setting. It seemed as though the worse his setting became, the worst he personally felt. For example, when he hit the ghost town, he just laughed. Once he got to the fork in the road, he saw less of once exisiting civilization, and he says, ”This sight is troubling,”. Once he moves on, he gets more discouraged by the ""Rough Road Ahead"" sign. It seems as though the more dehydrated he gets, the worse things became for him. The climate in the story also becomes @CAPS1 difficult. The land at first was flat and easy to ride, as it got harder to bike on, the cyclist grew @CAPS1 wary and delievious, but knew he had to keep going. The area in which the cyclist was in, had an enormous effect on him emotionally.",2,3,,3,,,,,,,,,,,,,,,,,,,,
18020,7,When I was going to the doctor I had to be patient I went there because my auntie driveway had a crack. And I was riding my scooter. I must wasn’t paying no attention because my scooter. Had hit the crack so I sprang my knee. So my dad camed out the house to pick me up. I had to get in a wheel chair. And wait because there wasn’t no more curtains left. I waited for a hour then I got my turn. And they checked my knee. Then they gave me chounces to walk with. It was pretty hard to go up my house stairs.,7,6,,13,,,2.0,2.0,2.0,1.0,,,2.0,2.0,1.0,1.0,,,,,,,,
16631,6,"The builders of the Empire State building faced some obstacles in there attempt to allow dirigibles to dock there. A problem they had was the violent winds blowing the blimp around at a high altitude, with people onboard, ""The winds on top of the building were constantly shifting,"". Another set back was it being illegal to fly an aircraft that low, it was ""illegal for ship to tie up to a building,"". Also it was dangerous for dirigibles that ran on hydrogen to dock because hydrogen is highly flammable. The Mooring Mask of the Empire State Building became nothing More than an attraction for sightseers.",2,3,,3,,,,,,,,,,,,,,,,,,,,
15078,6,The following are obstacles that the builders of the Empire State Building faced. They were worried about the hydrogen and the helium being highly flammable and considering the disaster The Lakehurst Fire in New Jersey. They were also worried about the back weight of the ship. And they feared wind would be blowing it into the spires of the building which would puncture the blimp shell.,2,1,,2,,,,,,,,,,,,,,,,,,,,
10491,4,He uses this line at the end of the story cause it shows she has anothe chance to pass the test. They use the plant cause a plant will always come back and bud again. This was also a good way to end the story because it shows now in the present plants @MONTH1 be a sign of inspiration and would teach you to look up to something. And maybe this is how she comunicotes with her mother through the plants.,1,2,,2,,,,,,,,,,,,,,,,,,,,
15539,6,"Based on the excerpt, the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. One obstacle was that United States dirigibles used hydrogen rather than helium, and hydrogen is highly flammable. If the dirigible was ever destroyed by fire above a densely populated area like downtown New York the accident could be very dangerous. One of the grestest obstacle of using the mooring mast was nature itself. The author says ""The winds on top of building were constantly shifting due to violent air currents. Even if the dirigible were tethered to the mooring mast, the back of the ship would swivel around and around the mooring mast."" Dangling lead weights to weigh it down over pedestrians on the streets was niether practical nor safe. The Mooring Mast by @ORGANIZATION2 tells a few obstacles the builders had to face to allow dirigibles to dock the Empire State Building.",3,3,,3,,,,,,,,,,,,,,,,,,,,
15875,6,"Based on the excerpt, the obstacles the builders of the empire state building faced attempting to allow derigibles to dock there are the stress of the dirigible's load and the wind pressure would have to be transmitted all the way to the buildings foundation which was eleven hundred feet below. But the greatest obstacle was the wind, which would constantly shift, due to violent air currents.",2,2,,2,,,,,,,,,,,,,,,,,,,,
15882,6,"The Empire State Building was meant to be great The tallest building in the world. Although they did achieve there goal of height, the true purpose of the building was never used.The building was supposed to serve as a holding dock for these new air Ships called dirigibles. However this was not the case. There were reasons that were apparent before it was ever builtOne of the greatest obstacles was nature itself The winds at the top of the building were too strong for the dirigible to be safetly secure. The back of the ship would swivel around the mooring mast, and trying to weigh it down with bricks was impractical. Another problem that was faced was the law that would make it illegal for a ship to ever tie up to the building or even approach the area. But two ships did try to land. The U.S. Navy dirigible Los Angeles failed in landing because it was too dangerous. In the end, the Empire State Building never served as a station for dirigibles.",3,2,,2,,,,,,,,,,,,,,,,,,,,
17938,7,"Patience is important in life. Something when you don’t have patience things tend to go wrong and that’s not always a good thing so here are somethings when you do not have patience. If you don’t have patience you can get into trouble. For example if you were in a long line for something and you couldn’t talk because if you did talk you would get in trouble. So if you didn’t have any patience you would probably say @CAPS1 my gosh this is taking forever. Then you would get in trouble for talking. Here is another reason why you should have patience. You should have patience for an example if you didn’t you would need patience if you were sick and you went to the doctors office and there was a really long line you would probably say for get it and then go home. So if you went home you would get even more sick and that would get even more sick and that would be bad. Finally, another reason on if you didn’t have patience. For example say you wanted to go the mall and bye a new pair of shoes. You went into the store and you found a pair that you liked and they fit just right. But when you went to go check out the cash regaster didn’t work so they had to call maitnence, to come and fix it and they told you that it would be an hour. So you sat and waited for twenty minutes but you did not have any patience so you said for get it and you left and didn’t get the shoes. Those were some people who didn’t have patience. But if they did that wouldn’t of happened to them because they would of waited or needed. Having patience is a good thing but not having it is not.",5,4,,9,,,0.0,1.0,2.0,2.0,,,0.0,1.0,1.0,2.0,,,,,,,,
6251,3,"The features of the setting in Do Not Exceed Posted Speed limit by Joe Kurmaskie, affect the cyclist because the cyclist is in a desert with no water and trying to find a town there is further than he thinks. “I was going to die and the birds would pick me clean.” This shows the cyclist did not have much confidens in this desolates area of the jerny.  ",1,1,,1,,,,,,,,,,,,,,,,,,,,
4665,2,"I don't think a magazine should be taken off the shelves just because someone is offended. People get offended all the time but do you see them trying to get what ever it is that made them fell like that. I have been offended by cartoons before but you don't see me crying about it you just have to suck it up and go on with life. Cartman from the tv show @LOCATION1 is the most offensive characters on that show. He uses every offensive language known to mankind.      He makes fun of all the racees, he says he hates everyone equally. But still you can't stop it that is like trying to get a dog to be a cat it just wont happen. It is also like trying to get rid of racecism. That is what I think about finding something offencive.",2,2,,2,3.0,3.0,,,,,,,,,,,,,,,,,,
3574,2,"Practice @CAPS1 You @CAPS2     The @LOCATION1 is considered one of the greatest countries in the world because it is a free country. In the @DATE1's people migrated here to escape the control that their government had in their homeland. In @LOCATION2 we practice freedom of speech. If we censor materials like books, music, movies, etc. it would defeat the entire purpose of @LOCATION2 and it's @ORGANIZATION1.     Everyone has their own personality with likes and dislikes. Not everyone likes the same music or is interested in reading the same subject, thats why its wonderful that their is a variety of everything. If you start banning or censoring certain things then how will people learn? There is nothing wrong with learning about negative things because that teaches people lessons so they know @CAPS1 or @CAPS1 not to do if in that situation. When you censor 'bad things' it creates naive thinkers, which only leads to discrimination.      I agree that for children there should warnings for material that parents @MONTH1 find offensive. For example, movies have ratings for different age groups, and books could do the same. Of course its up to the parents if they want to follow the recommendations but banning something all together is not neccessary.     I personally learned a lot of things from @CAPS1 I've seen on television. Whats on television @MONTH1 be considered 'street smart' education but that is good. Today we live in a scary and violent society, so being 'street smart' is an advantage. If television was censored then people would not know @CAPS1 to do in a bad situation because they have never experienced or seen of it before.     If books, movies, magazines, music, etc. are removed from shelves then @LOCATION2 is not practicing @CAPS1 it preaches to the many of people who come here in search of freedom.",4,4,,4,4.0,4.0,,,,,,,,,,,,,,,,,,
19304,7,"This is a story about what patience means to me. Patience is when you have a problem and you don't complain about it. For example, I had to give my mom @NUM1, but I did not have the @NUM1 write then and there my mom did not complain she waited she had patience. Patience does not mean you keep beging. It means that you are understanding and tolerant. If your dad said he is going to give you some pizza, have patience and wait on that pizza. When you have patience people will have patience with you. For example if you was waching tv and you did not want to get up yet people will have patience and wait for you to get up. Patience does   not mean you keep asking. For example I was at @CAPS1 @CAPS2 beging my mom for candy not knowing if I had patience a waited on her answer I would get the candy, but I didn't. This is my stor and what patience mean to me.",6,4,,10,,,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,
7560,3,The features of the setting affect the cyclist because real cyclist know what the speed is for a bike so you don’t need to tell them. If a cyclist needed some dierections they would go to a gas station not to some old person’s house. A real cyclist can go as long as they want before the stop because they are tired. A real cyclist knows haw to do tricks on a bike don’t have to do them over and over again to be able to do them. A real cyclist doesn’t have to train to go into a tourtement and win they must have to practice to be able to win.,2,1,,2,,,,,,,,,,,,,,,,,,,,
7594,3,"The cyclist was is a horrible nasty environment for cycling, but the thing that really threw the cycle off was running out of water. There were no houses to refill his bottle or no one around to give him updated directions. From the heat made him drink more water and also harder to breath in extreme heat. Without those faults the cyclist would have been fine.",1,1,,1,,,,,,,,,,,,,,,,,,,,
3845,2,"I think that if it is a problem for others and not all why can't we just seperate the things in sections. That way there would be no problems.    I mean, why change something if only a few people doesn't like something? Thats only goning to lead to a big conflict. Think about if we were to tr and give everyone what they want, @CAPS1 would that work out not good at all. So you should just limiy thing dow and put them in setions.",2,2,,2,2.0,2.0,,,,,,,,,,,,,,,,,,
18011,7,"Patience is used when people are not in a hurry to gett were they are going. Like checking out at a store or at work, some people can be rood and not use their patience at school and work you should always use your patience, like for an example, use my patience at kinchat school because there are over one handred @NUM1, graders, and half of them are bushy when its lunch time and the other half gets hurt and they @CAPS1 don’t know what to do.",5,3,,8,,,0.0,1.0,2.0,2.0,,,0.0,1.0,1.0,1.0,,,,,,,,
8908,4,The author concludes the story with this paragraph to show how Saeng is respectful and how her feelings miss her homeland. First example when “Saeng vowed silently to herself” it shows how she respect and miss her homeland. It tells that she want to try again about her failure in the past. The last example when she want to overcome her failure in the past. The last line of the paragraph say “then I will take that test again”. It says she want another. Chance on her life. These are the example of the author concludes the story with this paragraph.,1,1,,1,,,,,,,,,,,,,,,,,,,,
4458,2,"Do I believe that certain materials, such as books, movies, magazines, etc., should be removed from the shelves if they are found offensive?  I understand that some parents wouldn't want their kids reading a book about drugs or watching a movie about gangs, but libraries shouldn't have to remove them from their shelves.  There is not one movie, book, or magazine where everyone will approve of it.  Just because a couple of people find it offensive doesn't mean they should have the power to determine what materials libraries have or don't have on their shelves.       One reason why I believe certain items shouldn't be removed from a library just because a couple of people find it offensive is because what Katherine Paterson said in her quote.  She is saying if there was a book a couple of parents didn't want their kids to see and they were to complain and have the right to remove it from the libraries shelf.  Then sooner or later, more and more parents will be coming in complaining about a different book, movie, or magazine every other day.  Soon, there wouldn't be any books, movies, magazines in the library.       Another reason why I believe we should have no say in what items libraries hold is this.  As you know, there is many different cultural familes living in the @LOCATION1.  Some people say bibles should be allowed in libraries.  Half the population agrees on that statement, the other half thinks that is ridiculous and they're thinking how they would even suggest doing such a thing.  How would a library handle this situation.  If we gave people the right to decide what was held in libraries.  There would be a group of people walking in there and saying they don't believe in @CAPS1 so they must take those bibles off the shelf before their children read it.  Then, as soon as the believers in @CAPS1 hear about it.  They would come to that library and complain about them actually taking that off the shelves.  There would be no way in pleasing everyone, so the libraries should be able to put whatever they want on their shelves.       My third and final reason why I think the public should have no say in this matter is if libraries were forced to take items off their shelves just because a couple people complain about certain books or movies.  Then why couldn't people do that at restaurants, or movie rental business, or outlet stores with clothes they don't approve.  If it was to happen to one business, then it should happen to every business and in my perspective.  The only person who should have the say in what they have in their store/library is the person who is paying for it and that is the owner.  It's their responsibility to know what's too far concerning movies or books, etc.  The public has to accept those choices.  You have to look at it from their view.  Would you want them to come into your business and start complaining and then you are forced to get rid of that item because of them.  It's just not the right way to handle things.     After reading all those opinions of mine, I would hope that you see where I'm coming from and you see that it just wouldn't be humane to do that.  It's never been that way and it should never be that way.  Obviously parents don't want their kids to see things inappropiate.  But it's not our say and we just have to face the fact that's the way it should be",4,4,,4,4.0,4.0,,,,,,,,,,,,,,,,,,
4384,2,"I do not believe that materiales in libraries should be censored. If parents don't want their children reading or listening to inappropriate things, they should pay more attention to what they are doing. If parents monitor their children closer they will be able to control what they are doing. There are alot of bad things for children to read, look at, and listen too out there. Parents need to do a better job teaching their children about what they can and should look at, read, or listen too.     It isn't often when you go to the library that you find something inappropriate unless you are looking for something inappropriate. It is very easy to tell what is good and what is bad. Most of the time in a library the more profound books and magazines are seperated from the childrens books. This, to me, is the way it should be in all libraries. In all of the times i have been to a library i have never accedentally come across something inappropriate. A library is a place for people of all ages it should not be limited to just one age group.     If libraries were censored more people would be upset. It would be the same way if a store stopped selling your favorite product because one person did not like it. Alot of adults probably would not go if the library were censored. The library would then become a place for mostly children. Most small children do not even go to the library so they would become virtually useless.     In all of my years I have never once heard of someone being deeply offended by something at a library. Weather it be in a magazine, on the news, or by word of mouf, I have never seen a complaint. Most parents do a good job of monitering what the children look at or read. Those parents should not be deprived of their privelages to look at more adult rated things if they choose. Just because one parent was to irresponsible to moniter their child does not mean that all of the parents should be punished.     The library is a place for people of all ages. Therefor the library should keep material for people of all ages and not just for children. The bottomline is that if people do not want their kids looking at inappropriate things they should keep a better watch over them. They should also teach them the difference in what is acceptable and what is not acceptable.",4,4,,4,3.0,3.0,,,,,,,,,,,,,,,,,,
11863,5,"The authors mood in the memoir @PERSON1 is thankful. I know this, because in paragraph @NUM1 @CAPS1 talks about his culinary skills and how grateful he is to have it passed down to him. This shows us that he is very much thankful for this skill, because some people don't know how to cook and to be able to cook is a blessing. This also shows us that he is proud of his culture and who he is as a person. @PERSON2 quotes ""I will always be grateful to my parents for their love and sacrafice."" In @CAPS2, this shows us that @PERSON2 was very much appreciative of all that his parents had done for him. Also that he loved his parents dearly and every chance he gets, he thanks them. Therefore in the memoir Narciso gives off the mood of being thankful.",3,2,,3,,,,,,,,,,,,,,,,,,,,
18509,7,"Have you ever heard your mom or dad say patience is a virtue. Well I’ve heard it many times in my house actually too many times. Patience is a something that means you have to wait like when you wanna go see a new movie on opening night, you might have to wait in a big line cause it’s a new movie. So your gonna have wait with patience!",5,6,,11,,,0.0,1.0,2.0,2.0,,,0.0,2.0,2.0,2.0,,,,,,,,
6340,3,"The story Rough Road ahead: Do not exceed Posted Speed limit"" by Joe Kurmaskie was about a man traveling through some pretty difficult settings. The cyclist’s mood was detirmined by the setting as well as his needs and his detirmination to make it. The setting of the story early summer in California. The weather is described as hot as, ""The sun [began] to beat down."" He, ""was traveling through the high deserts of @CAPS1 can June."" Because of the excessive heat, he needed more water, which shortly became the conflict of this story. As things got more difficult his attitude towards the old men’s advice changed from gracious for their help to wishing he had never listened to them. Also as the difficulty increased his detirmination to move on also increased by, ""telling [himself] if [he] could make it that far, [he’d] be fine."" @CAPS2 for the cyclist, the settings affect was negitive.     ",3,2,,3,,,,,,,,,,,,,,,,,,,,
12232,5,"The mood in the memoir ""Narciso Rodriguez"" by @PERSON1 is very cozy and welcomeing. Inside the @PERSON1 home the @CAPS1 describes a cozy and friendly atmospher. ""Here, the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed bot, formed the backdrop to life in our warm home"". This quote shows how cozy or ""warm"" their home is. In the memoir he also explains how welcome people are and that everyone in the Apartment building was friends or even family! ""Growing up in this environment instilled in me the great sence that ""family"" had nothing to do with being a blood relative."" This quote means that in his welcomeing home friends were also concidered his family. Narciso Rodriguez had a wonderful @CAPS2 to grow up in.",2,3,,3,,,,,,,,,,,,,,,,,,,,
3535,2,"Censorship in libraries is an inportant thing in schools and in the public. It is inportant beause some of movies, books, and magizines have a bigger influince on the kids then most people think. Like some of the really gory movies the are always people in the movie gettin cut up or shoot. Do you really think that some kids dont think about hat stuff. Somtimes the kids can get it in there head that they can do what they see or read.     Like in the movie @LOCATION1 @CAPS1 they are beating up and killing people just because they are colored. And some kids @MONTH1 think that that is ok. And they can go down to there librarie and just get it off the shelf and check it out and go home and watch it. Now if you r using it as a thing to teach kid that it was the way things use to be and that it is wrong then that is ok. You can teach your kids all you want just make sure that it is the wright thing.     And some magazines that are in the schools or in the public librarie are just not the kind of thing that kids should not be looking at. Like the gun magazines or the hunting magazines the just show that it is ok to carie a gun were ever they go. And the hunting magazines just show that you can go out and shoot stuff. And some kids @MONTH1 be confused that you need a lisense to do all of that. You have to at least put and age limmiet of some stuff.     Go's the sameway with some of the books they always start out good and then the just turn into a big mess of gor and vileance. Like the spere it started out with a group of people going under water to explore a ship. And they find a big shpere and they go in it and get these powers and they imagin it and it comes true. Well when a kid reads that they @MONTH1 think that they can do that and they start imaging that they can eather hurt or really do some damage to someone. And then when they find out that it wont work they @MONTH1 do it to them themselves.     So it just come to show that you should censor some of the stuff that you have in your libraries and if you can take them out then at least put and age limite on them",3,3,,3,3.0,3.0,,,,,,,,,,,,,,,,,,
