essay_id,essay_set,essay,rater1_domain1,rater2_domain1,domain1_score,comments
4719,2,"'All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf-- that work I abhor--then you also have exactly yhe same right and so does everyone else. And then we have no books left on the shelf for any of us,' states Katherine Paterson. Books and movies all over the world are being censored and removed from libraries, day after day, due to their explicit content. I believe that books, movies, and magazines should not be removed from the shelf, and that they are there for a genuine purpose. Explicit objects should not be censored because a human being should have a judgement of their own, children's parents have a right to exclude the material from the child's life, and some material can be useful in life and someone @MONTH1 learn from @CAPS3.      Children everywhere are being influenced by books, magazines, movies, and even songs. Some people argue that these harmful materials are affecting how kids behave and act. I, however, believe that a child should have superb morals and values to know right from wrong. For example, if a child happens to see a pornography magazine lingering on a shelf of their local grocerey store, they should know that no matter how temping @CAPS3 @MONTH1 be, that buying that pornography magazine would be wrong. From birth, parents are constantly teaching their children what is right and what is wrong. They attempt to teach their children the basics: that drugs, alcohol, and smoking will corrupt their health. @CAPS3 doesn't matter if a child sees someone doing drugs in a movie or hears a song about a teenager getting drunk. They should not be influenced by this because by using their logic, they should infer that what is being read or listened to isn't always the right thing to do.     Everyday, children's parents have the right to exclude harmful material from a child's life. After all, they are a superior figure in the child's life, and the child will always look up to them to lead the way. At most local theaters now, you have to be seventeen to see a rated '@CAPS1' movie. A lot of theaters allow a child to view a rated '@CAPS1' movie, no matter what age, as long as they have a parent or a gardian present. Movie theaters feel that by having a child's parent there would help immensly because the parent is choosing for their child to watch that particular movie, instead of the child viewing the movie without their permission. If a parent doesn't want their child to view a raunchy movie, they can simple say, 'NO!' @CAPS3's as simple as that. If a parent feels that a movie is decent for a child to watch, then go ahead and let them watch that material. Parental agreement should always be a main factor in determined whether or not a child could view a particular movie or read a certain provacative book.      If all offensive books and movies were removed from the shelf, we would be living in a structured world where no one would learn any more than what they already knew. Life @MONTH1 possibly become rather boring. Although, some people @MONTH1 find books and songs to be offensive, others @MONTH1 contribute from these materials. A child @MONTH1 pick up a book, start reading, and discover some disturbing thoughts that they never would have encountered beyond picking up that book. They would never of learned such things. Reading information like this, creates a move advanced society. Adults and children are becoming smarter each day. Any parent would agree that they would love any opprotunity to arise for their children to become smarter and more wiser than they already were. Songs, movies, books, and magazines could provide that for their child. Reading is an escape from a jungle of wild monkies for some children. They @MONTH1 use a book to get away from the struggles of everyday life and get lost within its lively pages. If more and more books are being censored and thrown out, that equates to less books a child could have an opprotunity to discover. I once read that even @CAPS4 classes all over the world are not allowing their students to read The @CAPS5 of @CAPS6 @CAPS7. The teachers find this book to be too inappropriate for their students. This is unfair for any student, because this novel is inspiring and life changing, so they are definitely missing out. Also, movies and songs are provided for one's pure entertainment, so @CAPS3 shouldn't always matter if its crude. A child or young adult @MONTH1 learn things that they never thought imaginable through provided public materials.     In conclusion, books, magaizines, movies, and music are one's individual way of expressing themself. They should not be censored because a human being should have a judgement of their own, parents have the right to exclude offensive material from a child's life, and material, not matter how crude @CAPS3 @MONTH1 be, can be used as a learning tool. If more and more material is being removed from our local libraries, @CAPS3's almost like authors are being punished for being unique. Our children won't be exposed to as much, therefore, they won't learn and grow from @CAPS3. Do you really want our society to prohibit intelectual thinking just because they think certain material @MONTH1 be offensive? Think about @CAPS3",5,5,5,"ID1,ORG1,STY1"
6359,3,"The feachers of the setting affected the cyclist greatly. When she biked around a bend, �my troubles, thirsts, and fear were all behind me.�",1,1,1,"ID3,ORG3,STY3"
18600,7,"Patience is hard for me. I am simply an impatient person. Patience in my life is a rare occurrence, so I will describe a time that I was patient. �@CAPS1 you can get it this time.� I encouraged myself. I stored at the net. The net was the obstacle. If the net was shorter I would be able to get my volleyball serve over. I balanced the white ball in the palm of my hand. I lowered my left arm and raised it again quickly, sending the ball high above my head. I thrust my hand forward. Thwap!  I struck the ball, but it went barrelling into the net. �@CAPS2 @CAPS3� I think. �You got this!� my entire team stared at me. Clunk, clunk. I bounce the ball twice, spin it around once in my hand. I will myself not even to look in the crowd. M y hand strikes the ball. It flies over the net and smacks into the middle of the  court. Since I was patient @NUM1 didn�t give up, I achieved my goal. This taught me one thing. Patience brings victory.",12,12,24,"ID1,ORG1,STY1"
18213,7,"Patience is very important at my house. My mother always says you have to be able to patient to succed in anything. One time I was at home on the computer. I was surfing the web and enjoying it. My mom yelled across the house for me to come see her. I got out of my chair. Walked through the kitchen, through the hallway and into her bedroom. She said that she had to go to @CAPS1 to get some groceries. She was wondering if I wanted to go with her. I said no and asked her if she would make myself a sanawich. She replied yes and left. While she was gone I cleared my room. Folder laundry and watched television. It was about @DATE1 and she still wasn�t home. I was very hungry and beginning to become worried about her. I was tempted to call her but then I remembered what she always says be patient to succed. About a half an hour @DATE1 she got home. She had bought me some lunch meat so I could make a sandwich. While I was eating she told me she was proud of me on how patient I was while she was gone. I think patience is very important. I also think everyone could use a little more of it.",11,11,22,"ID1,ORG1,STY2"
12754,5,The mood is good and happy. In this artical the mood is peaceful and positive. It's a secsesful mood also great-full because @PERSON1 is greatful for everything.,1,1,1,"ID3,ORG3,STY3"
6058,3,"The features of the setting affect to cyclist because of where he is. The biker is in a campground in California. By saying that one could sense it is a dusty place. Also, when the story says that the �town� had been abandoned. This also tells us that the place the cyclist is in is a diserted place without many people or places to stop. The story also talks about a snake in the road. A snake in the road tells one that the town is desireted I could tell that this �town� is deserted because around here, people do not goin towns that don`t have buildings. It a snake was in the road, then the town must be empty because around here streets are busy and no snakes in the road.",2,1,2,"ID3,ORG3,STY3"
13518,5,"The mood in the memoir, ""Narciso Rodriguez"" from Home: The Blueprints of Our Lives is happy and sympathetic. One reason is they never gave up no matter how hard it was. Narciso said that his parents, ""drove them to endure these hard times,"" so, no matter how hard the times are they never gave up. Another reason is they stayed very close with their family. The author wrote, ""all lived nearby and regularly joined us at our table, ""this shows that their whole family was very close to each other. My final reason is that the Rodriguez's always wanted to help. Narciso said, ""My parents always kept their arms and their doors open,"" which shows that they always wanted to help people in need. The mood in the memoir, ""Narciso Rodriguez,"" from Home: The Blueprints of Our Lives is happy and sympathetic.",3,3,3,"ID3,ORG2,STY2"
895,1,"To whom it @MONTH1 concern, I believe that computers benefit society. Computers are a wonderful household object to have that make life easier in many ways. Computers allow the everyday family to see new places, through photos online, and people, through the internet. Computers also provide a social networking throught a community, state, or even a country! Lastly, a computer is another resort to go to when trying to accomplish something, because there is always something on the internet that will help you. There's a famous quote that goes, ""the largest room in the world, is the room for improvement."" In my opinion, the computers could make that room a little smaller. While experts say that computers are making people spend too much time indoors, and not too much time seeing the wonders of nature outside, the computer can prove them wrong. The internet is a wide ocean of pictures, wordes, and sounds. The computer is the item that organizes it, for your entertainment. There is a picture of just about anything imaginaeable on the internet; from the palm shaped islands of @LOCATION1, to the frozen @CAPS1 tundra in the @LOCATION3. You are able to see penguins in the southern ice cap and the ricefields of @LOCATION2 a bird's eye view all by simply moving your fingers. It's also possible not just to see places but to see people from how for the distance is! Today, people are sending pictures to and from each other via emails. People are actually sharing their memories with each other, all thanks for the computer. I hope what I have just explained now helps me make my. Computers are only here to make our lives. Imagine talking to your friends, not having an with his ever leaving your room. This would or even an impossibility fifty or seventy @DATE1, but this is People's social relationship have greatly progressed the half and it only goes has allowed people to their up on the their up on the their with their family and friends. I'll always a positive thing, using this right way. Having your house to tell, individually, your friend about your time to disney world is such a hastle. If you just put the pictures on a social networking system, like facebook, or twitter, memories will be stored through, litterally, the clicks of aborton. Memories are shared thanks to the social networking ability of the computer. Planing a vacation is a trough job to do, but what if that job could all take place in our sport? An entire vacation can be planned, confirmed and paid for thanks to the computer. Jobs that would normally take hours of researching and calling can be done in @DATE1 minuets for less using the computer. This allows people more time to go have fun with their lives and not have to worry about plannings. Computers allow people to compress hours of work into a matter of minutes. Experts say that computers are taking away people's lives"" I would disagree, because; people are new places or people, social networking is more advanced, and time that could have been spent planning is now living.",6,4,10,"ID1,ORG1,STY1"
18062,7,"A time where someone I know was impatient was in my science class during a lab project. It was actually to me, a very funny way of impatience.  My classmates and I were divided into groups at differents areas of the lab. We were doing a project on plant classification identifying the differen characteristics. So everyone was trying to quickly finish up their projects be taping their plants on their poster. After fighting for the tape from another group hogging it. Our group finally had the tape. So our group was just done, and two people from another group came to get tape. One of them tried to take some pieces and I guess to the other one he was taking too long. So the one waiting says, �@CAPS1 @CAPS2!� as a sign of impatience. It was hilarious!",9,8,17,"ID2,ORG1,STY2"
16587,6,"The ability to dock dirigibles atop the Empire State Building, while initially lucrative, had major obstacles. The problems facing the development of the mooring mast would be cost, flammability of dirigibles, and weather over @NUM1 feet in the air. The structural and cost problems facing Al Smith was that ""The stress of the dirigibles load and the wind pressure would have to be transmitted all the way to the building's foundation, which was nearly eleven hundred feet below."" In order to overcome this obstacle, ""The steel frame of the Empire State Building would have to be modified and... over sixty thousand dollars worth of modifications would have to be made."" This is problematic because Al Smith now must spend more time and money than originally planned. Furthermore, another problem is that ""Most dirigibles from outside of the United States use hydrogen rather than helium, and hydrogen is highly flammable."" This is a huge obstacle because a fire or explosion ""above a densely populated areas such as downtown New York"", would be catastrophic and could put thousands of people in harms way. Finally the weather at the top of the Empire State building is unsuitable for docking dirigibles: ""The winds on top of the building were constantly shifting... the back of the ship would swivel around and around the mooring mast."" This is dangerous to the structure of the building, surrounding buildings, and people close by. Due to these problems, Al Smith and the engineers could not complete the Mooring Mast.",4,3,4,"ID2,ORG2,STY2"
1061,1,"Dear @CAPS1 @CAPS2 @CAPS3, @CAPS4 you think that computers have a bad effect on people? I @CAPS4. People spend to much time on the @CAPS5. When they need to be working on their @CAPS5 they get distracted and start to go and @CAPS4 their own thing. Other people sit at their @CAPS5 and get mad or angry at @CAPS6. When people dont know what to @CAPS4 they just go on their @CAPS5. When working on the @CAPS5 you get distracted. I am sight, People get distracted because they see that little intenet button cont of the corner of their eye. then they just click the internet symble. Then their on the internet out doing their job. The internet is not the only distraction on a @CAPS5. The games are @CAPS10 distraction, @PERSON1, @PERSON1, and hearts are all game that came on the @CAPS5 People get mad or angry at their @CAPS5 because @CAPS6 does not enough @CAPS6 delets a they need, or @CAPS6 simply wont turn on because its dead. They blame all of this on the @CAPS5: @CAPS6 @CAPS6 does not load fast enough the person might say, ""@CAPS7 on why use you being so slow I need to get my paper for work!"" @CAPS6 the @CAPS5 delets the paper the person @MONTH1 go, ""@CAPS9 is the paper I saved @CAPS6! are you play a game on me?"" But if the poor @CAPS5 is dead and wont turn on then the person @MONTH1 go, ""why are you turning on you stupid computed"" @CAPS10, people all of their time on the @CAPS5. They are and con't find same thing to @CAPS4 they for the @CAPS5. Not the best idea I say, People in the @ORGANIZATION1 have actsets to a @CAPS5. At home, evern on their phone. the @CAPS5 in the @LOCATION1 is becoming a problem in my eyes spending to much time on the @CAPS5 can lead to be over weight because you are going on the @CAPS5 in stead of going out and hangin with your Friends. in @CAPS11 I belive that @CAPS5 have bad effect on people, They get distracted on them at work. They blame them for thing the forget to @CAPS4. They use them to much these for people can stop going to gyms and get over weight. So @CAPS4 @CAPS5 have a bad on people? yes they @CAPS4.",4,4,8,"ID2,ORG2,STY2"
1508,1,"Computers. Theres fun. But there's also a down side. People spent more time on it than outside or exersizing or even getting together with friends and family. But on ther hand, they're also fun, help kids, and even help get together from dating sites. It makes them happy. It's fun! Computers are fun. They provide a wide arrow of games, educational can just plain fun. You can play role playing games (which and fun because I play a few myself), or you could play educational games like the games on islands, or other downlodabal education games that are, @CAPS1 not fun but essential for the growth and development of a learning child. They also can help kids learn how to and other things at a very early age. Some very adults have and various other things that I cannot the life of me think of @CAPS2 thing computer get them together and they are happy. They do this hundreds of a day. Take away computers and people will die alone and sad. so in conclusion my ideas where! fun help kids and help older people get together. Read this and @CAPS3 sure you'll see it my way.",4,4,8,"ID2,ORG2,STY2"
10147,4,The author concludes the story with this paragraph because Saeng wants to start planting again. I know this because Saeng life revolves around planting and @CAPS1. Saeng and her mother get there food from what they plant. So all @DATE1 they spend most there time in the garden. growing crops to sell and save. They save for winter and sell to get there equiement to continue whot they do. The part she talking about in the paragraph that say �when they come back� talking about the geese. She loves the geese flying over her head and landing in the yard when she outside on a beauttiful day @CAPS1. when The snow melts she wants to  get back at in the soil on her hands and knee to start planting again. Once the hibiscus start budding everything else starts growing. Saeng live revolves around @DATE1 planting. The author put this paragraph in the story because this is what saeng wants to do more than anything.,1,0,1,"ID3,ORG3,STY3"
13209,5,"The created by created by the author in the memoir is happyness because his happy cause he grow up in @LOCATION1 and for the courage of his family. Also love because he said ""I will never forget that house or it gracious neighborhood or the many things I learned there about how to love.' @CAPS1 admiration ""For their strength and perseverance.""",2,2,2,"ID3,ORG3,STY3"
10126,4,The author concludes the Story with this paragraph because I guess her grandma died while the geese were flying. Or thats when the flowers start to bloom.,0,0,0,"ID3,ORG3,STY3"
18128,7,"My mom has very little patience, that�s way it surprised me when she had a whole bunch the day my grandma passed away. I was amazed she was sad but took her time carefully and slowly as if every move she made had to be perfect. It was a terrible day and all any of us wanted to do was cry. My mom knew that my grandma would want her to be happy, that�s why she watched her every move. As soon as I got there she came right up to me and gave me a huge hug and no matter what my little brother and I did she didn�t even mind. That was a very surprising day because I had never in my life seen her that sad but yet so patient.",8,9,17,"ID2,ORG2,STY2"
6534,3,"The settings to this story has an encouraging impact on this story, because he is an alike ride. The terrain in the story sounds rough where he seen a sign marked, �Rough road ahead do note exceed posted speed limit.� He already has to go up and down hills with rocks and no water. Such a setting an a really athletic ride can be devastating. ",1,1,1,"ID3,ORG3,STY3"
10349,4,"The author  concludes the story with this paragraph because the winter hibiscus gave her some hope. Also , because her mother was understanding  about  her  failing the test. That is why the author concludes the story with the paragraph .",1,1,1,"ID3,ORG3,STY3"
6545,3,The cyclist is in the desert which @NUM1 degrees with water that tastes like the battery acid. The desert makes him see the mirages having sweat get into his eyes. In the story  �Do Not exceed Posted Speed Limit� by Joe Kurmaskie ,1,1,1,"ID3,ORG3,STY3"
14906,6,"Builders had many promblems with allowing dirigibles to dock at the Empire State Building. First of all in @CAPS1 @NUM1 the author exsplains that ""A thousand-foot dirigible moored at the top of the building, held by a single cable tether, would only add stress to the buildings frame"". Builders with that would have to construct the building to make it more stable. Also there were cases that outside the United States they use Hydrogen other then helium. Hydrogen is very flamible, and because new york is so populated it would not be safe to podestrions. Seeing this you can tell that builders had to many promblems coming from such an ""easy"" thing.",2,3,3,"ID3,ORG3,STY3"
780,1,"More and more people are using computers on a daily basis, but I do not agree that this benefits our society. People are spending too much time on computers and less time exercising and healthy. Also people using computers are spending less time with family and friends. As people use computers more they are spending less time excersising and staying healthy. Profesor @PERSON1 has done a study showing that people who are on the computer for more than @NUM1 hrs a day are overweight and do not excersise regularly. He goes on the state that if these habits continue throughout their lives they will become obeast and are more likely to die from a heart attack before age @NUM2. I have experienced changes in my communities health due to computers as well, last year I had a friend who weighed @NUM3 lbs and exercised regularly but when he got a computer that folowing year he stopped exercising and gamed over @NUM4 lbs he now is much slower and can not do more than push ups. I do not agree that computers are benefiting our society because as people use computers more they exercise less causing them to be unhealthy. Not only do computers less on unhealthy life style, it also causes spend less time with family and friends. Studies show that @PERCENT1 of children that their our computer spend less time with their family and more time on the computer. This @MONTH1 not seem like a thing at but this study also shows that @PERCENT2 children who spend less time with their familieis grow up to become lonely and kill themselves due to depresion. I remember when a new came to our school from he wasn't that kid and didn't many friends he was still doing just fun but when he came back the next year started and I found out he had at the end of he school and keep in touch with an of his friend and to his parents. So far that week of from the rest of the students and don't much. Then the we got back the @DATE1 he wasn't at school and for the rest of the week he didn't show up either and finaly on @DATE2 and teachers told us he ran away from and has still not been found. So people that use computers are spending less time with their family and friends which can cause them to become depressed and lonely. More and more people are using computers daily basis, but I do not agree that this is benefiting our society. People are spending to much in their computers and are spending less time excersising and staying healthy. Also people using computers are spending less time with their family and friends. I know that the more people using computers is not better for our society it is worse.",5,4,9,"ID2,ORG1,STY2"
7001,3,The features of the setting affect the cyclist in many different ways. First of all I think that when the cyclist came across the �ghost town� he felt alone and discouraged. I think he felt like he was never going to find his way and there was no one there to help him. Also the long hilly highway with nothing but desert on either side basically gave him the discouraging feeling that that road was never going to end and there was no way out of what he had started. I think it made him feel trapped and it was so dry that there was no water in sight and it made him feel so much thirstier than he was. Overall I think that it had really physical and psycoligical effects on him. ,2,2,2,"ID2,ORG3,STY3"
12250,5,"The @CAPS1 created by the @CAPS2 is happy, @CAPS3 was happy that @CAPS3 got to live in @LOCATION2 and be raised in @LOCATION2.@CAPS3 happy because shes lived In the Same house in New Jersey all her life then finally got to meet her grandparents In 1970 When @CAPS3 turned @NUM1 years old.@CAPS3 Is also happy because @CAPS3 Is older and has alot of memorys In the house and Is happy @CAPS3 lives In a free country.",1,2,2,"ID3,ORG3,STY3"
945,1,"Dear Newspaper, In my opinon I think computers do have a positive affect on people. They can learn about far away places. They let people talk online. It can even help you find a job. This is why I think computers are very positive. Certainly, people can learn about far away places on the computer. Say, someone wanted to take a trip to @LOCATION1 they can look it up, learn the launage. They can by tickets. They could also find interesting things to see in that country. These reasons are why I think a computer is a positive technology. My next reason I think a computer is positive toward people is that people can comuicate online. This can help keep families in touch. It can help you find and talk to old friends (facebook). You can even make new friends to talk to. These are other examples why I think computers are positive. My last reason I think computer have a positive affect on people is that it can help you with jobs. It can help you find a job. It can also help you with your job. Lastly, it can have you have a higher position at your job. These are my reasons I think computers are important and positive to people. For all the reasons above are reasons I think computers are an awesome =) and positive technology, I mean just look at all the reasons. They let people talk online. They can also teach you about far away places. And even help you with your job. This is why I think computers have a positive affect on people.",4,4,8,"ID2,ORG2,STY2"
15375,6,"One obstacle the builders of the Empire State Building faced in attempting to allow dirigibles to dock there was how to do it safetly. According to the reading, it says that ""most dirigibles from outside of the United States used hydrogen rather than helium, and hydrogen is highly flammable."" Another obstacle was nature itself. This sentence, ""the winds on top of the building were constantly shifting due to violent air currents,"" located at the beginning of paragraph @NUM1, proves that docking dirigibles at the mooring mast on top of the Empire State Building was unsafe.       Last but not @CAPS1, another reason why dirigibles could not dock was because it was illegal. There was ""an existing law against airships flying to low over urban areas."" Because of that law, it would make it illegal for dirigibles to even approach the area. Therefor it would be impossible for a ship to land there.",4,3,4,"ID3,ORG2,STY2"
3643,2,"When u go places there will alway be something that one won't like not everyone likes everything. A library has to be the worst place for people not liking things. Censorship in libraies is getting worse and worse everyday, it is in everything in books, movies, music, and magazines. Should we keep things like this on shelfs? Everyone that will read this will think differently about censorship in libraries.     On the shelfs is lots of things with bad laugauge naughty pictures. These books little kids can pull off a shelf and see things that there parents dont want them to see. Censorship is everywhere not just in libraries. The books and things in the libraries need to be changed and not be so bad. If there is a need for things like this Then have a special store for things like this",2,2,2,"ID3,ORG3,STY3"
21182,8," Have @CAPS3 ever been in that mood were @CAPS3 just can not stop laughing, and no matter what, @CAPS3 just can't stop? That is the problem my good friend, @PERSON1. @PERSON1 and I have when we are together. Most of the time we are just talking about random things and we both find it hilarious. Luckily, for the teachers, we only have two classes together. In both of those classes we sit next to each other though. So the teachers didn't luck out too much.  Just the other day, in @CAPS1 @CAPS2, we were allowed to move are seats around and have that be our new spot in the class. The girl that was sitting next to me moved and sat next to @PERSON1. Now, @ORGANIZATION1 doesn't like this girl very much, so I spoke up and said ""@PERSON1, @CAPS3 can sit next to me!"". @PERSON1 grabbed her stuff in an unusually quick manner, and came and sat next to me. The funny thing was when she sat down she said ""@CAPS3 saved my life."". For some reason @PERSON1 and I just started laughing non-stop. We couldn't control it. To be honest, it wasn't that funny. I guess it was just in the way she said I saved her life. I'm glad @PERSON1 sits next to me in @CAPS1 @CAPS2. With out her, it would be so boring.  In @CAPS6, we sit next to each other and we have a good time. Our @CAPS6 class is at the end of the day so we are just ready to go home by then. @PERSON1 and I sit next to each other and when we are taking notes, @PERSON1 and I pass notes back-and-forth to each other. She and I talk about everything, from the predicaments a teenage girl runs into in high school, to boys and parents. I can pretty much tell her everything, and that's a good friend. Over the years @PERSON1 and I have become closer and closer friends. Last year, she and I had at least three or four classes together. So we have been in classes together previously. @PERSON1 and I have become more acquainted and more open with things. I tell her everything and she tells me everything. One reason why I think we've become good friends is because she and I find the same things funny. We have the same interests in things.She is a good friend and I'm glad she's my friend . Laughter is the shortest distance between two people. I am going to definitely have to agree with that.",15,16,31,"ID2,ORG1,STY2"
1753,1,"To whom it @MONTH1 concern, @CAPS1 many hours a day do you spend on the computer? Too many is my geuss! They are warping the minds of people all over, and in my opinion things should go back to the way they used to be. Some people @MONTH1 disagree, and say that computers help children who are in school. That @MONTH1 be true, but honestly only a couple decades ago the average student didnt even own a computer, and school were teaching the same materials without the usage of them. Also, some children use computers to cheat on homework assignments and essays, and I'm sure many people would agree that that is not helping education for schools. Another reason computers @MONTH1 not benefit society is because of the dangers of them. Sexual predators sworm the internet, and many people talk to strangers over the internet that @MONTH1 be harmful, without even realizing it. A third reason computers @MONTH1 not be help society @CAPS2 you can see, I feel very strongly about the negative effects that computers have on society, for many reason. I hope you can agree with me ",4,4,8,"ID2,ORG2,STY2"
6393,3,"The features of the setting affect the cyclist by helping him get water for his thirst. And getting back on the road to go where ever he is trying to go at. But the only thing is that he didn�t never say anything about getting his bait for the fish. Also, cyclist was all so affected because he almost died from thirst and no road.",1,1,1,"ID3,ORG3,STY3"
1643,1,"To the @CAPS1 @CAPS2 @CAPS3, This day in age, computer technology rules the world. It's where we get our news, music, shopping and even enterteinment. Sounds great right? But there are some big downsides to this box of information. Such as, this gadget is taking over peoples lives and keeping them from excersizing. Now a days, people are even loosing human interaction from these marvelous toys. And finally, computers are very expensive electronics, they have much up keep which costs you money ultimately making you depressed. As you can see, although there are some great pros to computers, there are also pretty big downfalls that you havn't thought of yet. As I previously stated, computers are taking away from people excersicing. We're all becoming quite lazy. People rather stay at their computer screens playing grand theft auto or facebook stalking than going outside to play a game of soccer with your friends at the empty field down the street. @PERCENT1 of the @LOCATION1 goes without physical domain for at least a @DATE1 and a half. @PERCENT2 of those people rather just tay at home on their computers. This is a disgrace! We cannot let this continue. We must change the way we live and get rid of this unhealthy appliance we call a computer. Of all my reason that computers are bed, this is by far the most disturbing. People are having less, and less human interactions as computers become more popular. Now you, can d everything from your computer. Soon people will be marrying them. Oh wait, that's already happened. Just yesterday, I read in the newest issue of @CAPS4 @CAPS5 that a man married a character in his computer game. There was a priest present and everything. They just recently got back from their honeymoon. This is sad! Look at what our world has become. People rather marry a computer character than actually communicate with real people. We must act quick, I don't know what will happen next. Finally, computer cost a lot of money. You pay @MONEY1 for the computer outright, but then you have all the up keep and there is lots of up keep. Computers are very troublesome. You just keep pouring money into it, which is just depressing. It will just break again soon or freeze and cause you to loose a report you've worked on all night. For example, @DATE1 my dad had to pay @MONEY2 in order to get my @DATE1 computer unbugged. He was so reluctant to even pay it and afterwards he was annoyed all week for even-paying it. It got even worse when it froze up a week later. He was freaking out. Thats all you get from computers, more and more frustration. I just don't think it's worth it.",6,5,11,"ID1,ORG1,STY1"
1104,1,"Dear Readers, @CAPS1 of the most important inventions of the past decades is the computer, and it has its pros and cons. I think people spend to much time on computers, especially teenagers. They spend to much time on @CAPS2 and @CAPS3, and not enough time outside enjoying nature and playing sports or exercising. While they @MONTH1 talk with friends with @CAPS4, it is not the same as going to the park with friends and playing a game of baseball. Families also are distant form each other when they sit around on @CAPS5. Teenagers spend too much time on the @CAPS6 going where they should instead of doing more benefitul activities like reading. I sure we all know at least @CAPS1 obese person or teenager. My neighbor is the size of a killer whale and eats just about as much as @CAPS1. He will sit on the computer chair and stare with his eyes glazed at the computer chair and stare with his eyes glazed at the computer screen for hours on end. Sometimes I wonder how many brain cells he wastes per second. I will bet that everyone who reads this knows someone like my neighbor. The statistic @PERCENT1 of @LOCATION2 is obese is not exagrated at all. In my opinion, it is the fault of the @CAPS6 and computers. Instead of going to the gym or the soccer field with friends, they got to the computer and talk and eat junk food. They spend their time watching pointless @CAPS5 videos, while they should be playing baseball or football. Doubters say you learn hand-eye cordination with computers, but you can learn better with sports. Computers are a large factor in obesity because they encourage @CAPS1 to sit around instead of doing standard @NUM1 minutes a day of exercise. The next pressing issue is the amount of reading the average teenager and @CAPS9 does. I would say that the average gets about @NUM2 minutes of reading a day because they are to busy chating with friends on the @CAPS6. I have a cousin who reads about a book every @NUM3 years and fail every test he gets and has stayed back @NUM4 times, but instead of reading and learning, he is chating and texting. He wastes these excellent educational opportunitys while their are people in underdevolped countries like @LOCATION3 who are lucky to own a book. I know more than @PERCENT2 of the kids in my class do not read anything execpt the required reading and that is because they sit around on the computers wasting @CAPS10 is about @NUM5 and that number is decreasing because of the lack of reading done and the time on computers spent. I have seen survey that say @NUM6 out of @NUM7 spend more than @NUM6 hours a day on computers. These statistics and quotes have left me thinking, how much time do we really need to spend on computers instead of reading or else we will turn into oversized monkey who can't even rad. The computers and @CAPS6 are doing more than just erasing brain cell and are health, they are taking away the expriences that we could have outside in nature. Nature holds natural wonders like the @ORGANIZATION1, the @CAPS11 @CAPS12 and the @CAPS13 @CAPS14. What beats sking down a large slope, or climbing the @LOCATION1, certainly not computers. Unfortunatly, that what most @CAPS15 choose to do. They sit and tap on the keyboard instead of walking nature trails and walking on the beaches. They sit on old moldy chairs and stare at computer screens, unlike the people enjoying the butterfly gardens and wildlife preserves. Instead of taking steps to help the enviorment we are siting on the computers sleeping and being mesmerized by the light of the screen. We should be preserving and learning abouy what is left on the planet, but we are not because of these computes and the @CAPS6. I have present a strong arguement against computers that you @MONTH1 listen to or not. I strongly urge you to take action to start reduce time on computers spent. Set up programs at your house or town for turning off the computers. We need to do something now!",5,5,10,"ID2,ORG1,STY1"
11854,5,@PERSON1's mood was happy and greatful. @PERSON1 was grateful was because he had his family together and his mom and dad were open house with the culture. He was happy because his life was better thae it would have been if they stayed in Cuba. That was @PERSON1's mood.,1,1,1,"ID3,ORG3,STY3"
4156,2,"I think other materials in libraries such as music and art should stay active in public libraries or school libraries. They show symbolic meaning to the ever changing world as we know it. People have different beliefs about anything, I don't care what you say everybody still has a different opinion about anything and everything. So just keep believing what you want to believe that's fine, but don't ruin it for others, you ever heard the saying, '' if you don't have anything nice to say then don't say anything at all'', well they should remember that saying and stick to it.In my years of being in school nobody has protested about certain reading materials in public libraries because everyone read what they liked because the library supplied people with the material they wanted to read. Let's say a person wanted to read a book about the fall of the wall of @LOCATION1, the library says they do not and will not carry such reading history, the person will be angry even though they can find the book somewhere else but they should still be able to find that book in that library. That is history in this world and they should know it. That compares with people wanting to destroy history made in this world, history people risk there lives for to be recognized in this world, this compares with the topic fully. I hope that this essay will give the protesters a second thought on the topic they are bickering about. That will be all",3,3,3,"ID2,ORG3,STY2"
